route,route_name,day_of_week,hour,is_rainy,has_event,travel_time_minutes,congestion_level
A,Sharea Faisal,Mon,10,0,0,34.1,medium
B,II Chundrigar Road,Mon,10,0,0,28.2,medium
C,University Road,Mon,10,0,0,18.9,low
A,Sharea Faisal,Mon,11,0,0,34.0,medium
B,II Chundrigar Road,Mon,11,0,0,26.9,medium
C,University Road,Mon,11,0,0,20.6,low
A,Sharea Faisal,Mon,12,0,0,41.1,medium
B,II Chundrigar Road,Mon,12,0,0,29.3,medium
C,University Road,Mon,12,0,0,21.0,low
A,Sharea Faisal,Mon,13,0,0,39.7,medium
B,II Chundrigar Road,Mon,13,0,0,26.2,medium
C,University Road,Mon,13,0,0,22.5,low
A,Sharea Faisal,Mon,14,0,0,36.8,medium
B,II Chundrigar Road,Mon,14,0,0,30.0,medium
C,University Road,Mon,14,0,0,22.5,low
A,Sharea Faisal,Mon,15,0,0,36.4,medium
B,II Chundrigar Road,Mon,15,0,0,27.4,medium
C,University Road,Mon,15,0,0,21.2,low
A,Sharea Faisal,Mon,16,0,0,36.4,medium
B,II Chundrigar Road,Mon,16,0,0,28.5,medium
C,University Road,Mon,16,0,0,20.9,low
A,Sharea Faisal,Mon,17,0,0,48.6,high
B,II Chundrigar Road,Mon,17,0,0,37.7,high
C,University Road,Mon,17,0,0,27.4,medium
A,Sharea Faisal,Mon,18,0,0,46.1,high
B,II Chundrigar Road,Mon,18,0,0,34.7,medium
C,University Road,Mon,18,0,0,29.4,medium
A,Sharea Faisal,Mon,19,0,0,50.7,high
B,II Chundrigar Road,Mon,19,0,0,38.2,high
C,University Road,Mon,19,0,0,28.2,medium
A,Sharea Faisal,Mon,20,0,0,50.0,high
B,II Chundrigar Road,Mon,20,0,0,37.7,high
C,University Road,Mon,20,0,0,28.5,medium
A,Sharea Faisal,Mon,21,0,0,33.4,medium
B,II Chundrigar Road,Mon,21,0,0,28.8,medium
C,University Road,Mon,21,0,0,21.9,low
A,Sharea Faisal,Mon,22,0,0,38.5,medium
B,II Chundrigar Road,Mon,22,0,0,28.0,medium
C,University Road,Mon,22,0,0,19.6,low
A,Sharea Faisal,Mon,23,0,1,53.4,high
B,II Chundrigar Road,Mon,23,0,1,39.3,high
C,University Road,Mon,23,0,1,30.9,medium
A,Sharea Faisal,Tue,0,0,0,25.1,low
B,II Chundrigar Road,Tue,0,0,0,20.7,low
C,University Road,Tue,0,0,0,14.9,low
A,Sharea Faisal,Tue,1,0,1,36.8,medium
B,II Chundrigar Road,Tue,1,0,1,27.8,medium
C,University Road,Tue,1,0,1,26.6,medium
A,Sharea Faisal,Tue,2,0,0,25.1,low
B,II Chundrigar Road,Tue,2,0,0,20.5,low
C,University Road,Tue,2,0,0,15.8,low
A,Sharea Faisal,Tue,3,0,0,25.9,low
B,II Chundrigar Road,Tue,3,0,0,17.5,low
C,University Road,Tue,3,0,0,16.6,low
A,Sharea Faisal,Tue,4,1,0,26.5,low
B,II Chundrigar Road,Tue,4,1,0,22.8,low
C,University Road,Tue,4,1,0,21.5,low
A,Sharea Faisal,Tue,5,0,0,22.6,low
B,II Chundrigar Road,Tue,5,0,0,19.7,low
C,University Road,Tue,5,0,0,15.1,low
A,Sharea Faisal,Tue,6,0,0,35.6,medium
B,II Chundrigar Road,Tue,6,0,0,26.0,medium
C,University Road,Tue,6,0,0,22.3,low
A,Sharea Faisal,Tue,7,1,0,59.6,high
B,II Chundrigar Road,Tue,7,1,0,47.8,high
C,University Road,Tue,7,1,0,38.0,high
A,Sharea Faisal,Tue,8,1,0,60.3,high
B,II Chundrigar Road,Tue,8,1,0,47.9,high
C,University Road,Tue,8,1,0,35.8,high
A,Sharea Faisal,Tue,9,0,0,45.8,high
B,II Chundrigar Road,Tue,9,0,0,38.2,high
C,University Road,Tue,9,0,0,29.0,medium
A,Sharea Faisal,Tue,10,0,0,36.2,medium
B,II Chundrigar Road,Tue,10,0,0,24.1,low
C,University Road,Tue,10,0,0,21.5,low
A,Sharea Faisal,Tue,11,0,0,36.0,medium
B,II Chundrigar Road,Tue,11,0,0,24.3,low
C,University Road,Tue,11,0,0,21.4,low
A,Sharea Faisal,Tue,12,0,0,40.4,medium
B,II Chundrigar Road,Tue,12,0,0,27.6,medium
C,University Road,Tue,12,0,0,20.5,low
A,Sharea Faisal,Tue,13,0,1,59.1,high
B,II Chundrigar Road,Tue,13,0,1,40.7,high
C,University Road,Tue,13,0,1,31.2,medium
A,Sharea Faisal,Tue,14,0,0,39.1,medium
B,II Chundrigar Road,Tue,14,0,0,26.1,medium
C,University Road,Tue,14,0,0,19.9,low
A,Sharea Faisal,Tue,15,0,0,34.5,medium
B,II Chundrigar Road,Tue,15,0,0,24.9,low
C,University Road,Tue,15,0,0,18.2,low
A,Sharea Faisal,Tue,16,0,0,37.2,medium
B,II Chundrigar Road,Tue,16,0,0,26.4,medium
C,University Road,Tue,16,0,0,21.5,low
A,Sharea Faisal,Tue,17,0,0,48.1,high
B,II Chundrigar Road,Tue,17,0,0,38.7,high
C,University Road,Tue,17,0,0,27.2,medium
A,Sharea Faisal,Tue,18,0,0,48.3,high
B,II Chundrigar Road,Tue,18,0,0,36.3,high
C,University Road,Tue,18,0,0,31.3,medium
A,Sharea Faisal,Tue,19,1,0,59.4,high
B,II Chundrigar Road,Tue,19,1,0,46.4,high
C,University Road,Tue,19,1,0,36.4,high
A,Sharea Faisal,Tue,20,0,0,45.5,high
B,II Chundrigar Road,Tue,20,0,0,37.0,high
C,University Road,Tue,20,0,0,27.3,medium
A,Sharea Faisal,Tue,21,0,0,35.9,medium
B,II Chundrigar Road,Tue,21,0,0,25.6,low
C,University Road,Tue,21,0,0,22.5,low
A,Sharea Faisal,Tue,22,0,0,36.3,medium
B,II Chundrigar Road,Tue,22,0,0,24.5,low
C,University Road,Tue,22,0,0,21.2,low
A,Sharea Faisal,Tue,23,0,0,37.3,medium
B,II Chundrigar Road,Tue,23,0,0,27.6,medium
C,University Road,Tue,23,0,0,19.0,low
A,Sharea Faisal,Wed,0,0,0,22.1,low
B,II Chundrigar Road,Wed,0,0,0,18.3,low
C,University Road,Wed,0,0,0,16.3,low
A,Sharea Faisal,Wed,1,1,0,29.8,low
B,II Chundrigar Road,Wed,1,1,0,22.4,low
C,University Road,Wed,1,1,0,19.1,low
A,Sharea Faisal,Wed,2,0,0,25.2,low
B,II Chundrigar Road,Wed,2,0,0,16.5,low
C,University Road,Wed,2,0,0,14.8,low
A,Sharea Faisal,Wed,3,0,0,23.5,low
B,II Chundrigar Road,Wed,3,0,0,18.9,low
C,University Road,Wed,3,0,0,16.9,low
A,Sharea Faisal,Wed,4,0,0,22.2,low
B,II Chundrigar Road,Wed,4,0,0,19.3,low
C,University Road,Wed,4,0,0,17.8,low
A,Sharea Faisal,Wed,5,0,0,26.1,low
B,II Chundrigar Road,Wed,5,0,0,19.0,low
C,University Road,Wed,5,0,0,16.0,low
A,Sharea Faisal,Wed,6,0,0,36.6,medium
B,II Chundrigar Road,Wed,6,0,0,25.1,low
C,University Road,Wed,6,0,0,18.5,low
A,Sharea Faisal,Wed,7,0,0,49.8,high
B,II Chundrigar Road,Wed,7,0,0,36.9,high
C,University Road,Wed,7,0,0,30.6,medium
A,Sharea Faisal,Wed,8,0,0,50.1,high
B,II Chundrigar Road,Wed,8,0,0,37.1,high
C,University Road,Wed,8,0,0,29.9,medium
A,Sharea Faisal,Wed,9,1,0,62.1,high
B,II Chundrigar Road,Wed,9,1,0,44.3,high
C,University Road,Wed,9,1,0,35.0,high
A,Sharea Faisal,Wed,10,0,0,34.6,medium
B,II Chundrigar Road,Wed,10,0,0,24.0,low
C,University Road,Wed,10,0,0,21.9,low
A,Sharea Faisal,Wed,11,0,0,33.4,medium
B,II Chundrigar Road,Wed,11,0,0,27.2,medium
C,University Road,Wed,11,0,0,18.1,low
A,Sharea Faisal,Wed,12,0,0,37.6,medium
B,II Chundrigar Road,Wed,12,0,0,27.7,medium
C,University Road,Wed,12,0,0,21.5,low
A,Sharea Faisal,Wed,13,0,0,38.5,medium
B,II Chundrigar Road,Wed,13,0,0,26.4,medium
C,University Road,Wed,13,0,0,20.0,low
A,Sharea Faisal,Wed,14,0,0,39.2,medium
B,II Chundrigar Road,Wed,14,0,0,27.4,medium
C,University Road,Wed,14,0,0,22.8,low
A,Sharea Faisal,Wed,15,0,0,34.2,medium
B,II Chundrigar Road,Wed,15,0,0,27.8,medium
C,University Road,Wed,15,0,0,18.5,low
A,Sharea Faisal,Wed,16,0,0,36.7,medium
B,II Chundrigar Road,Wed,16,0,0,26.4,medium
C,University Road,Wed,16,0,0,21.0,low
A,Sharea Faisal,Wed,17,1,0,60.6,high
B,II Chundrigar Road,Wed,17,1,0,43.0,high
C,University Road,Wed,17,1,0,35.6,high
A,Sharea Faisal,Wed,18,0,0,46.6,high
B,II Chundrigar Road,Wed,18,0,0,35.6,medium
C,University Road,Wed,18,0,0,27.0,medium
A,Sharea Faisal,Wed,19,0,0,47.4,high
B,II Chundrigar Road,Wed,19,0,0,37.5,high
C,University Road,Wed,19,0,0,29.3,medium
A,Sharea Faisal,Wed,20,0,0,45.5,high
B,II Chundrigar Road,Wed,20,0,0,38.3,high
C,University Road,Wed,20,0,0,27.2,medium
A,Sharea Faisal,Wed,21,1,0,46.6,high
B,II Chundrigar Road,Wed,21,1,0,33.4,medium
C,University Road,Wed,21,1,0,25.5,medium
A,Sharea Faisal,Wed,22,0,0,33.2,medium
B,II Chundrigar Road,Wed,22,0,0,24.1,low
C,University Road,Wed,22,0,0,19.5,low
A,Sharea Faisal,Wed,23,0,0,37.7,medium
B,II Chundrigar Road,Wed,23,0,0,28.6,medium
C,University Road,Wed,23,0,0,18.4,low
A,Sharea Faisal,Thu,0,0,0,23.7,low
B,II Chundrigar Road,Thu,0,0,0,18.6,low
C,University Road,Thu,0,0,0,16.2,low
A,Sharea Faisal,Thu,1,0,0,22.1,low
B,II Chundrigar Road,Thu,1,0,0,16.8,low
C,University Road,Thu,1,0,0,16.7,low
A,Sharea Faisal,Thu,2,0,0,25.7,low
B,II Chundrigar Road,Thu,2,0,0,17.7,low
C,University Road,Thu,2,0,0,17.7,low
A,Sharea Faisal,Thu,3,0,0,21.5,low
B,II Chundrigar Road,Thu,3,0,0,16.7,low
C,University Road,Thu,3,0,0,15.3,low
A,Sharea Faisal,Thu,4,0,0,24.1,low
B,II Chundrigar Road,Thu,4,0,0,16.9,low
C,University Road,Thu,4,0,0,17.9,low
A,Sharea Faisal,Thu,5,0,0,24.7,low
B,II Chundrigar Road,Thu,5,0,0,18.2,low
C,University Road,Thu,5,0,0,18.6,low
A,Sharea Faisal,Thu,6,0,0,36.4,medium
B,II Chundrigar Road,Thu,6,0,0,28.3,medium
C,University Road,Thu,6,0,0,20.8,low
A,Sharea Faisal,Thu,7,0,0,47.8,high
B,II Chundrigar Road,Thu,7,0,0,35.5,medium
C,University Road,Thu,7,0,0,28.2,medium
A,Sharea Faisal,Thu,8,1,0,58.8,high
B,II Chundrigar Road,Thu,8,1,0,45.3,high
C,University Road,Thu,8,1,0,34.5,high
A,Sharea Faisal,Thu,9,0,0,50.4,high
B,II Chundrigar Road,Thu,9,0,0,38.3,high
C,University Road,Thu,9,0,0,29.8,medium
A,Sharea Faisal,Thu,10,0,0,36.0,medium
B,II Chundrigar Road,Thu,10,0,0,28.0,medium
C,University Road,Thu,10,0,0,22.0,low
A,Sharea Faisal,Thu,11,0,0,36.6,medium
B,II Chundrigar Road,Thu,11,0,0,25.6,low
C,University Road,Thu,11,0,0,20.1,low
A,Sharea Faisal,Thu,12,0,0,35.6,medium
B,II Chundrigar Road,Thu,12,0,0,30.5,medium
C,University Road,Thu,12,0,0,21.3,low
A,Sharea Faisal,Thu,13,0,0,36.1,medium
B,II Chundrigar Road,Thu,13,0,0,27.2,medium
C,University Road,Thu,13,0,0,21.8,low
A,Sharea Faisal,Thu,14,0,0,36.0,medium
B,II Chundrigar Road,Thu,14,0,0,27.9,medium
C,University Road,Thu,14,0,0,21.1,low
A,Sharea Faisal,Thu,15,0,0,36.2,medium
B,II Chundrigar Road,Thu,15,0,0,27.9,medium
C,University Road,Thu,15,0,0,20.9,low
A,Sharea Faisal,Thu,16,1,0,45.5,high
B,II Chundrigar Road,Thu,16,1,0,31.9,medium
C,University Road,Thu,16,1,0,26.2,medium
A,Sharea Faisal,Thu,17,0,0,50.5,high
B,II Chundrigar Road,Thu,17,0,0,35.7,medium
C,University Road,Thu,17,0,0,29.6,medium
A,Sharea Faisal,Thu,18,0,0,51.0,high
B,II Chundrigar Road,Thu,18,0,0,37.5,high
C,University Road,Thu,18,0,0,28.8,medium
A,Sharea Faisal,Thu,19,0,0,46.9,high
B,II Chundrigar Road,Thu,19,0,0,35.9,medium
C,University Road,Thu,19,0,0,30.6,medium
A,Sharea Faisal,Thu,20,0,0,50.2,high
B,II Chundrigar Road,Thu,20,0,0,37.7,high
C,University Road,Thu,20,0,0,30.1,medium
A,Sharea Faisal,Thu,21,0,0,35.1,medium
B,II Chundrigar Road,Thu,21,0,0,25.8,low
C,University Road,Thu,21,0,0,19.6,low
A,Sharea Faisal,Thu,22,0,0,38.4,medium
B,II Chundrigar Road,Thu,22,0,0,26.4,medium
C,University Road,Thu,22,0,0,19.0,low
A,Sharea Faisal,Thu,23,0,0,37.8,medium
B,II Chundrigar Road,Thu,23,0,0,24.5,low
C,University Road,Thu,23,0,0,21.5,low
A,Sharea Faisal,Fri,0,0,0,20.2,low
B,II Chundrigar Road,Fri,0,0,0,17.7,low
C,University Road,Fri,0,0,0,17.8,low
A,Sharea Faisal,Fri,1,0,0,21.0,low
B,II Chundrigar Road,Fri,1,0,0,20.2,low
C,University Road,Fri,1,0,0,17.9,low
A,Sharea Faisal,Fri,2,0,0,22.7,low
B,II Chundrigar Road,Fri,2,0,0,18.1,low
C,University Road,Fri,2,0,0,17.4,low
A,Sharea Faisal,Fri,3,0,0,21.8,low
B,II Chundrigar Road,Fri,3,0,0,19.7,low
C,University Road,Fri,3,0,0,16.4,low
A,Sharea Faisal,Fri,4,0,0,25.1,low
B,II Chundrigar Road,Fri,4,0,0,18.3,low
C,University Road,Fri,4,0,0,18.2,low
A,Sharea Faisal,Fri,5,0,0,26.2,low
B,II Chundrigar Road,Fri,5,0,0,18.3,low
C,University Road,Fri,5,0,0,15.7,low
A,Sharea Faisal,Fri,6,0,0,38.5,medium
B,II Chundrigar Road,Fri,6,0,0,28.1,medium
C,University Road,Fri,6,0,0,21.6,low
A,Sharea Faisal,Fri,7,0,0,49.0,high
B,II Chundrigar Road,Fri,7,0,0,38.4,high
C,University Road,Fri,7,0,0,29.5,medium
A,Sharea Faisal,Fri,8,0,0,50.3,high
B,II Chundrigar Road,Fri,8,0,0,35.4,medium
C,University Road,Fri,8,0,0,30.4,medium
A,Sharea Faisal,Fri,9,0,0,45.9,high
B,II Chundrigar Road,Fri,9,0,0,36.2,high
C,University Road,Fri,9,0,0,31.3,medium
A,Sharea Faisal,Fri,10,0,0,34.7,medium
B,II Chundrigar Road,Fri,10,0,0,24.1,low
C,University Road,Fri,10,0,0,18.2,low
A,Sharea Faisal,Fri,11,0,0,38.7,medium
B,II Chundrigar Road,Fri,11,0,0,25.9,low
C,University Road,Fri,11,0,0,18.1,low
A,Sharea Faisal,Fri,12,0,0,39.1,medium
B,II Chundrigar Road,Fri,12,0,0,30.0,medium
C,University Road,Fri,12,0,0,20.4,low
A,Sharea Faisal,Fri,13,0,0,39.4,medium
B,II Chundrigar Road,Fri,13,0,0,26.7,medium
C,University Road,Fri,13,0,0,23.0,low
A,Sharea Faisal,Fri,14,0,1,54.2,high
B,II Chundrigar Road,Fri,14,0,1,41.3,high
C,University Road,Fri,14,0,1,34.4,high
A,Sharea Faisal,Fri,15,0,0,35.8,medium
B,II Chundrigar Road,Fri,15,0,0,24.6,low
C,University Road,Fri,15,0,0,19.3,low
A,Sharea Faisal,Fri,16,0,1,52.6,high
B,II Chundrigar Road,Fri,16,0,1,41.0,high
C,University Road,Fri,16,0,1,30.0,medium
A,Sharea Faisal,Fri,17,0,0,48.7,high
B,II Chundrigar Road,Fri,17,0,0,34.1,medium
C,University Road,Fri,17,0,0,29.3,medium
A,Sharea Faisal,Fri,18,0,0,47.7,high
B,II Chundrigar Road,Fri,18,0,0,37.1,high
C,University Road,Fri,18,0,0,28.1,medium
A,Sharea Faisal,Fri,19,0,0,45.5,high
B,II Chundrigar Road,Fri,19,0,0,38.9,high
C,University Road,Fri,19,0,0,27.3,medium
A,Sharea Faisal,Fri,20,0,0,51.2,high
B,II Chundrigar Road,Fri,20,0,0,36.8,high
C,University Road,Fri,20,0,0,28.8,medium
A,Sharea Faisal,Fri,21,0,0,38.6,medium
B,II Chundrigar Road,Fri,21,0,0,25.3,low
C,University Road,Fri,21,0,0,18.1,low
A,Sharea Faisal,Fri,22,0,0,37.1,medium
B,II Chundrigar Road,Fri,22,0,0,27.1,medium
C,University Road,Fri,22,0,0,21.5,low
A,Sharea Faisal,Fri,23,0,0,32.8,medium
B,II Chundrigar Road,Fri,23,0,0,26.7,medium
C,University Road,Fri,23,0,0,21.7,low
A,Sharea Faisal,Sat,0,0,0,17.5,low
B,II Chundrigar Road,Sat,0,0,0,15.0,low
C,University Road,Sat,0,0,0,13.2,low
A,Sharea Faisal,Sat,1,0,0,19.2,low
B,II Chundrigar Road,Sat,1,0,0,14.0,low
C,University Road,Sat,1,0,0,12.6,low
A,Sharea Faisal,Sat,2,1,0,18.9,low
B,II Chundrigar Road,Sat,2,1,0,19.5,low
C,University Road,Sat,2,1,0,15.7,low
A,Sharea Faisal,Sat,3,0,0,17.5,low
B,II Chundrigar Road,Sat,3,0,0,15.3,low
C,University Road,Sat,3,0,0,12.6,low
A,Sharea Faisal,Sat,4,0,0,19.8,low
B,II Chundrigar Road,Sat,4,0,0,14.0,low
C,University Road,Sat,4,0,0,12.6,low
A,Sharea Faisal,Sat,5,0,0,19.0,low
B,II Chundrigar Road,Sat,5,0,0,16.0,low
C,University Road,Sat,5,0,0,12.6,low
A,Sharea Faisal,Sat,6,0,0,26.9,low
B,II Chundrigar Road,Sat,6,0,0,22.1,low
C,University Road,Sat,6,0,0,15.4,low
A,Sharea Faisal,Sat,7,0,0,33.6,medium
B,II Chundrigar Road,Sat,7,0,0,28.0,medium
C,University Road,Sat,7,0,0,23.5,medium
A,Sharea Faisal,Sat,8,0,0,33.6,medium
B,II Chundrigar Road,Sat,8,0,0,28.3,medium
C,University Road,Sat,8,0,0,21.2,low
A,Sharea Faisal,Sat,9,0,0,37.4,medium
B,II Chundrigar Road,Sat,9,0,0,26.8,medium
C,University Road,Sat,9,0,0,20.0,low
A,Sharea Faisal,Sat,10,0,0,30.0,low
B,II Chundrigar Road,Sat,10,0,0,18.9,low
C,University Road,Sat,10,0,0,17.5,low
A,Sharea Faisal,Sat,11,0,0,27.7,low
B,II Chundrigar Road,Sat,11,0,0,19.3,low
C,University Road,Sat,11,0,0,16.7,low
A,Sharea Faisal,Sat,12,0,0,26.5,low
B,II Chundrigar Road,Sat,12,0,0,22.0,low
C,University Road,Sat,12,0,0,17.9,low
A,Sharea Faisal,Sat,13,1,0,37.5,medium
B,II Chundrigar Road,Sat,13,1,0,26.1,medium
C,University Road,Sat,13,1,0,20.2,low
A,Sharea Faisal,Sat,14,0,0,29.9,low
B,II Chundrigar Road,Sat,14,0,0,23.7,low
C,University Road,Sat,14,0,0,16.1,low
A,Sharea Faisal,Sat,15,0,0,27.1,low
B,II Chundrigar Road,Sat,15,0,0,19.5,low
C,University Road,Sat,15,0,0,16.0,low
A,Sharea Faisal,Sat,16,0,0,28.3,low
B,II Chundrigar Road,Sat,16,0,0,20.0,low
C,University Road,Sat,16,0,0,14.8,low
A,Sharea Faisal,Sat,17,0,0,34.8,medium
B,II Chundrigar Road,Sat,17,0,0,27.2,medium
C,University Road,Sat,17,0,0,24.3,medium
A,Sharea Faisal,Sat,18,0,0,36.2,medium
B,II Chundrigar Road,Sat,18,0,0,25.6,low
C,University Road,Sat,18,0,0,23.6,medium
A,Sharea Faisal,Sat,19,0,0,35.9,medium
B,II Chundrigar Road,Sat,19,0,0,25.4,low
C,University Road,Sat,19,0,0,22.9,low
A,Sharea Faisal,Sat,20,0,0,35.3,medium
B,II Chundrigar Road,Sat,20,0,0,25.3,low
C,University Road,Sat,20,0,0,22.2,low
A,Sharea Faisal,Sat,21,0,0,28.2,low
B,II Chundrigar Road,Sat,21,0,0,22.1,low
C,University Road,Sat,21,0,0,15.9,low
A,Sharea Faisal,Sat,22,0,0,24.5,low
B,II Chundrigar Road,Sat,22,0,0,18.5,low
C,University Road,Sat,22,0,0,13.7,low
A,Sharea Faisal,Sat,23,0,1,40.3,medium
B,II Chundrigar Road,Sat,23,0,1,29.1,medium
C,University Road,Sat,23,0,1,24.1,medium
A,Sharea Faisal,Sun,0,0,0,17.5,low
B,II Chundrigar Road,Sun,0,0,0,14.0,low
C,University Road,Sun,0,0,0,14.8,low
A,Sharea Faisal,Sun,1,0,0,19.2,low
B,II Chundrigar Road,Sun,1,0,0,15.6,low
C,University Road,Sun,1,0,0,12.6,low
A,Sharea Faisal,Sun,2,0,0,17.5,low
B,II Chundrigar Road,Sun,2,0,0,14.9,low
C,University Road,Sun,2,0,0,12.6,low
A,Sharea Faisal,Sun,3,0,0,18.4,low
B,II Chundrigar Road,Sun,3,0,0,14.0,low
C,University Road,Sun,3,0,0,14.7,low
A,Sharea Faisal,Sun,4,0,0,17.5,low
B,II Chundrigar Road,Sun,4,0,0,14.0,low
C,University Road,Sun,4,0,0,12.6,low
A,Sharea Faisal,Sun,5,0,0,18.8,low
B,II Chundrigar Road,Sun,5,0,0,14.0,low
C,University Road,Sun,5,0,0,14.6,low
A,Sharea Faisal,Sun,6,0,0,25.3,low
B,II Chundrigar Road,Sun,6,0,0,20.7,low
C,University Road,Sun,6,0,0,15.5,low
A,Sharea Faisal,Sun,7,0,0,36.5,medium
B,II Chundrigar Road,Sun,7,0,0,27.5,medium
C,University Road,Sun,7,0,0,20.6,low
A,Sharea Faisal,Sun,8,0,0,37.2,medium
B,II Chundrigar Road,Sun,8,0,0,28.6,medium
C,University Road,Sun,8,0,0,22.5,low
A,Sharea Faisal,Sun,9,0,0,38.3,medium
B,II Chundrigar Road,Sun,9,0,0,25.1,low
C,University Road,Sun,9,0,0,20.0,low
A,Sharea Faisal,Sun,10,0,0,27.8,low
B,II Chundrigar Road,Sun,10,0,0,21.3,low
C,University Road,Sun,10,0,0,14.9,low
A,Sharea Faisal,Sun,11,0,0,27.7,low
B,II Chundrigar Road,Sun,11,0,0,18.9,low
C,University Road,Sun,11,0,0,17.4,low
A,Sharea Faisal,Sun,12,0,0,29.9,low
B,II Chundrigar Road,Sun,12,0,0,20.5,low
C,University Road,Sun,12,0,0,14.7,low
A,Sharea Faisal,Sun,13,1,0,35.7,medium
B,II Chundrigar Road,Sun,13,1,0,25.3,low
C,University Road,Sun,13,1,0,21.2,low
A,Sharea Faisal,Sun,14,0,0,30.2,low
B,II Chundrigar Road,Sun,14,0,0,23.3,low
C,University Road,Sun,14,0,0,18.8,low
A,Sharea Faisal,Sun,15,0,0,27.3,low
B,II Chundrigar Road,Sun,15,0,0,19.1,low
C,University Road,Sun,15,0,0,15.1,low
A,Sharea Faisal,Sun,16,0,0,24.4,low
B,II Chundrigar Road,Sun,16,0,0,19.0,low
C,University Road,Sun,16,0,0,14.8,low
A,Sharea Faisal,Sun,17,0,0,38.5,medium
B,II Chundrigar Road,Sun,17,0,0,25.8,low
C,University Road,Sun,17,0,0,21.3,low
A,Sharea Faisal,Sun,18,0,0,37.9,medium
B,II Chundrigar Road,Sun,18,0,0,27.5,medium
C,University Road,Sun,18,0,0,22.1,low
A,Sharea Faisal,Sun,19,0,0,33.3,medium
B,II Chundrigar Road,Sun,19,0,0,29.7,medium
C,University Road,Sun,19,0,0,22.1,low
A,Sharea Faisal,Sun,20,0,0,35.3,medium
B,II Chundrigar Road,Sun,20,0,0,25.3,low
C,University Road,Sun,20,0,0,22.0,low
A,Sharea Faisal,Sun,21,0,0,26.7,low
B,II Chundrigar Road,Sun,21,0,0,20.2,low
C,University Road,Sun,21,0,0,16.9,low
A,Sharea Faisal,Sun,22,0,0,28.3,low
B,II Chundrigar Road,Sun,22,0,0,21.3,low
C,University Road,Sun,22,0,0,14.7,low
A,Sharea Faisal,Sun,23,0,0,25.0,low
B,II Chundrigar Road,Sun,23,0,0,20.3,low
C,University Road,Sun,23,0,0,13.4,low
A,Sharea Faisal,Mon,0,0,0,21.7,low
B,II Chundrigar Road,Mon,0,0,0,20.9,low
C,University Road,Mon,0,0,0,17.5,low
A,Sharea Faisal,Mon,1,0,0,22.5,low
B,II Chundrigar Road,Mon,1,0,0,20.0,low
C,University Road,Mon,1,0,0,15.9,low
A,Sharea Faisal,Mon,2,0,0,21.2,low
B,II Chundrigar Road,Mon,2,0,0,18.5,low
C,University Road,Mon,2,0,0,16.7,low
A,Sharea Faisal,Mon,3,1,0,27.7,low
B,II Chundrigar Road,Mon,3,1,0,22.9,low
C,University Road,Mon,3,1,0,20.5,low
A,Sharea Faisal,Mon,4,0,0,22.0,low
B,II Chundrigar Road,Mon,4,0,0,19.1,low
C,University Road,Mon,4,0,0,15.1,low
A,Sharea Faisal,Mon,5,0,0,21.9,low
B,II Chundrigar Road,Mon,5,0,0,17.7,low
C,University Road,Mon,5,0,0,18.1,low
A,Sharea Faisal,Mon,6,0,0,34.4,medium
B,II Chundrigar Road,Mon,6,0,0,28.1,medium
C,University Road,Mon,6,0,0,19.7,low
A,Sharea Faisal,Mon,7,0,0,48.6,high
B,II Chundrigar Road,Mon,7,0,0,38.0,high
C,University Road,Mon,7,0,0,30.3,medium
A,Sharea Faisal,Mon,8,0,1,71.7,high
B,II Chundrigar Road,Mon,8,0,1,56.8,high
C,University Road,Mon,8,0,1,44.9,high
A,Sharea Faisal,Mon,9,0,0,49.5,high
B,II Chundrigar Road,Mon,9,0,0,36.9,high
C,University Road,Mon,9,0,0,27.8,medium
A,Sharea Faisal,Mon,10,0,0,37.8,medium
B,II Chundrigar Road,Mon,10,0,0,24.7,low
C,University Road,Mon,10,0,0,21.1,low
A,Sharea Faisal,Mon,11,1,0,41.9,medium
B,II Chundrigar Road,Mon,11,1,0,30.6,medium
C,University Road,Mon,11,1,0,24.4,medium
A,Sharea Faisal,Mon,12,0,0,37.6,medium
B,II Chundrigar Road,Mon,12,0,0,29.9,medium
C,University Road,Mon,12,0,0,23.9,medium
A,Sharea Faisal,Mon,13,0,0,35.4,medium
B,II Chundrigar Road,Mon,13,0,0,26.7,medium
C,University Road,Mon,13,0,0,20.7,low
A,Sharea Faisal,Mon,14,0,0,38.3,medium
B,II Chundrigar Road,Mon,14,0,0,27.6,medium
C,University Road,Mon,14,0,0,20.6,low
A,Sharea Faisal,Mon,15,0,0,34.7,medium
B,II Chundrigar Road,Mon,15,0,0,27.9,medium
C,University Road,Mon,15,0,0,21.2,low
A,Sharea Faisal,Mon,16,0,0,36.3,medium
B,II Chundrigar Road,Mon,16,0,0,25.0,low
C,University Road,Mon,16,0,0,19.1,low
A,Sharea Faisal,Mon,17,0,0,51.1,high
B,II Chundrigar Road,Mon,17,0,0,35.5,medium
C,University Road,Mon,17,0,0,28.3,medium
A,Sharea Faisal,Mon,18,0,0,47.0,high
B,II Chundrigar Road,Mon,18,0,0,35.7,medium
C,University Road,Mon,18,0,0,31.2,medium
A,Sharea Faisal,Mon,19,0,0,45.8,high
B,II Chundrigar Road,Mon,19,0,0,37.4,high
C,University Road,Mon,19,0,0,28.7,medium
A,Sharea Faisal,Mon,20,0,0,51.0,high
B,II Chundrigar Road,Mon,20,0,0,38.0,high
